"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6010602","PENGENDALIAN PENYAKIT","00045","601060209","PENYAKIT BUSUK DAUN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6010602","PENGENDALIAN PENYAKIT","00046","601060210","PENYAKIT BUSUK PANGKAL","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6010602","PENGENDALIAN PENYAKIT","00047","601060211","PENYAKIT BUSUK BUAH (PHYTHOPTHORA SP.)","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6010602","PENGENDALIAN PENYAKIT","00048","601060219","ALAT & PERLENGKAPAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6010602","PENGENDALIAN PENYAKIT","00049","601060220","EAP","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60107","PEMUPUKAN","00050","601070100","PEMUPUKAN AN-ORGANIK AKAR","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60107","PEMUPUKAN","00052","601070300","PEMUPUKAN AGENSI HAYATI","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60107","PEMUPUKAN","00053","601070400","PEMUPUKAN DAUN DENGAN ZNSO4","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60107","PEMUPUKAN","00054","601070500","PEMUPUKAN DAUN LAINNYA","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60107","PEMUPUKAN","00055","601070900","EAP","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00056","601080100","PEMANGKASAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00057","601080101","BENAM CABANG PANGKASAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00058","601080102","MEMBERESKAN CABANG/WIWIL","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00059","601080103","MERORAK","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00060","601080104","MENGGARPUH/GARPUH RENGAT","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00061","601080105","GOSOK/MEMBUANG LUMUT","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00062","601080106","PEMELIHARAAN POHON PELINDUNG","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60108","PANGKASAN","00063","601080107","INVENTARIS POHON","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60109","LAIN-LAIN","00064","601090900","ALAT-ALAT DAN PERLENGKAPAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","60109","LAIN-LAIN","00065","601091900","LAIN-LAIN/EAP","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00066","601190101","CUTI TAHUNAN/PANJANG","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00067","601190102","PAKAIAN KERJA","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00068","601190103","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00069","601190104","JAMSOSTEK","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00070","601190105","DAPENBUN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00071","601190106","DETASERING","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00072","601190107","TUNJANGAN PPH","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00073","601190108","TUNJANGAN TRANSPORT","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00074","601190109","TUNJANGAN KOMUNIKASI","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00075","601190110","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00076","601190111","TUNJANGAN TETAP","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00077","601190112","TUNJANGAN STRUKTURAL","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00078","601190113","TUNJANGAN JABATAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00079","601190114","TUNJANGAN KHUSUS","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00080","601190115","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00081","601190201","CUTI TAHUNAN/PANJANG","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00082","601190202","PAKAIAN KERJA","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00083","601190203","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00084","601190204","JAMSOSTEK","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00085","601190205","DAPENBUN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00086","601190206","DETASERING","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00087","601190207","TUNJANGAN PPH","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00088","601190208","TUNJANGAN TRANSPORT","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00089","601190209","TUNJANGAN KOMUNIKASI","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00090","601190210","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00091","601190211","TUNJANGAN TETAP","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00092","601190212","TUNJANGAN STRUKTURAL","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00093","601190213","TUNJANGAN JABATAN","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00094","601190214","TUNJANGAN KHUSUS","YA",
"14","711","Biaya Tanaman Menghasilkan (LMK-17)","6011902","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00095","601190215","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00001","602010000","GAJI NON STAF","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00002","602020100","UPAH DAN BIAYA SOSIAL PENGAWAS KARYAWAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00003","602020200","UPAH DAN BIAYA SOSIAL PENGAWAS KARYAWAN LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00004","602030100","UPAH PANEN/MUNGUT HASIL TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00005","602030200","UPAH PANEN/MUNGUT HASIL LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00006","602030102","UPAH PANEN HASIL TETAP MESIN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00007","602030202","UPAH PANAN HASIL LEPAS MESIN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00008","602040000","PREMI PEGAWAI NON STAF","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00009","602050100","PREMI PENGAWAS TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00010","602050200","PREMI PENGAWAS LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00012","602060200","PREMI MUNGUT HASIL LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00013","602070100","UPAH TUKANG PIKUL TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00014","602070200","UPAH TUKANG PIKUL LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00015","602070300","BUAT LOBANG KOLVEN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00016","602080100","STIMULAN GROVE","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00017","602080200","STIMULAN SAWIT","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00018","602090100","CIRI BIDANG SADAPAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00019","602090200","CIRI BIDANG SADAPAN LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00020","602100100","PEMASANGAN ALAT SADAPAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00021","602100200","PEMASANGAN ALAT SADAPAN LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00022","602110100","GAMBAR BIDANG SADAPAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00023","602110200","GAMBAR BIDANG SADAPAN LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00024","602110201","PETUGAS TPH","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00025","602110202","PETUGAS KEAMANAN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00026","602120000","BAHAN KIMIA BIDANG SADAPAN","YA",
"14","712","Biaya Panen dan Pengangkutan","60200","BIAYA PANEN","00027","602130000","ALAT PERLENGKAPAN PANEN","YA",
"14","712","Biaya Panen dan Pengangkutan","60214","BIAYA PENGANGKUTAN","00001","602140100","ALOKASI BIAYA PENGANGKUTAN (EAP)","YA",
"14","712","Biaya Panen dan Pengangkutan","60214","BIAYA PENGANGKUTAN","00002","602140200","SEWA KENDARAAN PIHAK KETIGA","YA",
"14","712","Biaya Panen dan Pengangkutan","60214","BIAYA PENGANGKUTAN","00003","602140300","MUAT BONGKAR TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","60214","BIAYA PENGANGKUTAN","00004","602140400","MUAT BONGKAR LEPAS","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00001","602190101","CUTI TAHUNAN/PANJANG","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00001","602190201","CUTI TAHUNAN/PANJANG","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00002","602190102","PAKAIAN KERJA","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00002","602190202","PAKAIAN KERJA","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00003","602190103","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00003","602190203","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00004","602190104","JAMSOSTEK","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00004","602190204","JAMSOSTEK","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00005","602190105","DAPENBUN","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00005","602190205","DAPENBUN","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00006","602190106","DETASERING","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00006","602190206","DETASERING","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00007","602190107","TUNJANGAN PPH","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00007","602190207","TUNJANGAN PPH","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00008","602190108","TUNJANGAN TRANSPORT","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00008","602190208","TUNJANGAN TRANSPORT","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00009","602190109","TUNJANGAN KOMUNIKASI","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00009","602190209","TUNJANGAN KOMUNIKASI","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00010","602190110","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00010","602190210","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00011","602190111","TUNJANGAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00011","602190211","TUNJANGAN TETAP","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00012","602190112","TUNJANGAN STRUKTURAL","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00012","602190212","TUNJANGAN STRUKTURAL","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00013","602190113","TUNJANGAN JABATAN","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00013","602190213","TUNJANGAN JABATAN","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00014","602190114","TUNJANGAN KHUSUS","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00014","602190214","TUNJANGAN KHUSUS","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IB -IID","00015","602190115","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","712","Biaya Panen dan Pengangkutan","6021901","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN GOLONGAN IA","00015","602190215","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00002","60102","UPAH PENGAWAS/MANDOR","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00003","60103","PEMBUATAN/PEMELIHARAAN JALAN DAN SAL AIR","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00004","60104","MENANAM/MENYISIP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00005","60105","MENYIANG","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00006","60106","PENGENDALIAN HAMA DAN PENYAKIT","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00007","60107","PEMUPUKAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00009","60109","LAIN-LAIN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","601","BIAYA PEMELIHARAAN TM","00010","60119","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","602","BIAYA PANEN & PENGANGKUTAN","00001","60200","UPAH PANEN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","602","BIAYA PANEN & PENGANGKUTAN","00003","60214","PENGANGKUTAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","602","BIAYA PANEN & PENGANGKUTAN","00002","60219","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00017","60301","GAJI PEGAWAI NON STAF","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00018","60302","UPAH DAN BIAYA SOSIAL PENGAWAS","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00019","60303","UPAH DAN BIAYA SOSIAL PENGOLAHAN BASAH","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00020","60304","UPAH DAN BIAYA SOSIAL SORTASI","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00021","60305","UPAH DAN BIAYA SOSIAL SAMPLING/ANALISA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00022","60306","PREMI","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00023","60307","BAHAN KIMIA DAN PELENGKAP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00024","60308","ALAT-ALAT DAN PERLENGKAPAN PENGOLAHAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00025","60309","ALAT-ALAT DAN PERLENGKAPAN SORTASI","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00026","60310","BAHAN BAKAR","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00027","60311","ALOKASI LISTRIK/ETL/EAP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","603","BIAYA PENGOLAHAN BASAH","00028","60319","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00029","60401","BANGUNAN PABRIK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00030","60402","MESIN DAN PERLENGKAPAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00031","60403","PERABOT DAN PERLENGKAPAN KANTOR PABRIK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00032","60404","KAMAR ASAP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00033","60405","UNIT BPT","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","604","PEMELIHARAN BANGUNAN & MESIN PABRIK","00034","60419","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00035","60501","GAJI DAN BIAYA SOSIAL PEGAWAI NON STAF","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00036","60502","UPAH DAN BIAYA SOSIAL KARYAWAN TETAP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00037","60503","MUAT BONGKAR","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00038","60504","BAHAN BAKU DAN PELENGKAP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00039","60505","ALOKASI BIAYA DIESEL","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00040","60506","PENGEPAKAN BPT","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00041","60507","BIAYA UMUM BPT","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00042","60508","BAHAN BAKU","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","605","PENGEPAKAN","00043","60519","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","606","ASURANSI","00044","60600","ASURANSI","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","607","BIAYA TITP OLAH","00045","60701","BIAYA PENGOLAHAN KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","607","BIAYA TITP OLAH","00046","60702","PENDAPATAN PENGOLAHAN KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00047","60801","PRODUKSI BASAH  DARI KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00048","60802","PRODUKSI BASAH  DARI PIHAK KETIGA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00049","60803","PRODUKSI BASAH KEBUN ANTAR PTP/BLK/LPP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00050","60804","PRODUKSI KERING DARI KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00051","60805","PRODUKSI KERING DARI PIHAK KETIGA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00052","60806","PRODUKSI KERING HASIL LANCURAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00053","60807","BIAYA PENGOLAHAN ANTAR KEBUN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00054","60808","PRODUKSI BASAH HASIL LANCURAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00055","60809","PRODUKSI BASAH HASIL TBM","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00056","60810","PRODUKSI KERING HASIL TBM","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00057","60811","BIAYA PANEN PENGANGKUTAN/TAKELING","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00058","60812","BIAYA PENYUSUTAN TAKELING","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00059","60813","BIAYA ANGKUT PRODUKSI ANTAR KEBUN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","608","PEMBELIAN HASIL TANAMAN","00060","60819","TUNJANGAN DAN BIAYA SOSIAL KARYAWAN","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00061","60901","PRODUKSI BASAH KE KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00062","60902","PRODUKSI BASAH KE.PIHAK KETIGA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00063","60903","PRODUKSI BASAH KEBUN ANTAR PTP/BLK/LPP","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00064","60904","PRODUKSI KERING KE KEBUN SEINDUK","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00065","60905","PRODUKSI KERING KE PIHAK KETIGA","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","609","PENJUALAN HASIL TANAMAN","00066","60906","PRODUKSI KERING KEBUN LANCURAN","YA",
