"norek","KodeBarang","NamaBarang","KodeSatuan","NamaSatuan","InitSatuan","JenisBarang",
"300150000","01502304","GAROK","","","","",
"300150000","01502305","GASKET 3716700","","","","",
"300150000","01502306","GASKET CRANK SHAF","","","","",
"300150000","01502307","GASKET EXHOUSE PIPE","","","","",
"300150000","01502308","GASKET EXPIPE&INTOKE","","","","",
"300150000","01502309","GASKET FULL SET","","","","",
"300150000","01502310","GASKET GENERAL OVERHOUL","","","","",
"300150000","01502312","GASKET KIT INJECTOR","","","","",
"300150000","01502313","GASKET KIT OVERHAOUL D 3535 CAT","","","","",
"300150000","01502314","GASKET KNALPOT","","","","",
"300150000","01502315","GASKET KNALPOT HINO","","","","",
"300150000","01502316","GASKET MANHOLE/PACKING","","","","",
"300150000","01502317","GASKET MANIPUL ROKY IND","","","","",
"300150000","01502318","GASKET O/HOUL","","","","",
"300150000","01502319","GASKET PLUNGER","","","","",
"300150000","01502320","GASKET TURBO","","","","",
"300150000","01502321","GAUG HS","","","","",
"300150000","01502322","GAUGE FUEL SENTER","","","","",
"300150000","01502323","GEAR 18 Z-50","","","","",
"300150000","01502324","GEAR 36221-87609","","","","",
"300150000","01502325","GEAR 36231-87610","","","","",
"300150000","01502326","GEAR 36314-87606","","","","",
"300150000","01502327","GEAR 42","","","","",
"300150000","01502328","GEAR 50 Z 45","","","","",
"300150000","01502329","GEAR 9 Z-50","","","","",
"300150000","01502330","GEAR BESAR FORKLIFT","","","","",
"300150000","01502331","GEAR BLOCK TRANSFER","","","","",
"300150000","01502332","GEAR BOK T 80 1:30","","","","",
"300150000","01502333","GEAR BOX CTU 90 1:20","","","","",
"300150000","01502334","GEAR CASE","","","","",
"300150000","01502335","GEAR CASE TEA CATER","","","","",
"300150000","01502336","GEAR COPLING","","","","",
"300150000","01502337","GEAR COUPLING M. CHAINSHAW","","","","",
"300150000","01502338","GEAR CRANSHAFT","","","","",
"300150000","01502339","GEAR CUTTER","","","","",
"300150000","01502340","GEAR D.31 CM.60 Z","","","","",
"300150000","01502341","GEAR IDLE A","","","","",
"300150000","01502342","GEAR INJECTION B","","","","",
"300150000","01502343","GEAR INJECTION PUMP","","","","",
"300150000","01502344","GEAR KECIL FORKLIFT","","","","",
"300150000","01502345","GEAR KIT DIFF","","","","",
"300150000","01502346","GEAR KOPLING","","","","",
"300150000","01502347","GEAR MAIN DRIVE","","","","",
"300150000","01502348","GEAR MAIN SHAFT","","","","",
"300150000","01502349","GEAR MOTOR 05.208 RATIO 170,4 KW","","","","",
"300150000","01502350","GEAR NO 5","","","","",
"300150000","01502351","GEAR OIL PUMP","","","","",
"300150000","01502352","GEAR OIL PUMP DRIVE","","","","",
"300150000","01502353","GEAR OVER","","","","",
"300150000","01503425","PIRING VIREK","","","","",
"300150000","01503426","PIRINGAN PIRODO","","","","",
"300150000","01503427","PIRINGAN POMPA","","","","",
"300150000","01503428","PIRODO","","","","",
"300150000","01503429","PIRODO BELAKANG","","","","",
"300150000","01503430","PIRODO BELAKANG COLT DISEL TURBO 2009","","","","",
"300150000","01503431","PIRODO BELAKANG RANGER","","","","",
"300150000","01503432","PIRODO BELAKANG T DYNA","","","","",
"300150000","01503433","PIRODO BLK","","","","",
"300150000","01503434","PIRODO BLK C/D PS.120","","","","",
"300150000","01503435","PIRODO CAKRAM","","","","",
"300150000","01503436","PIRODO CAKRAM DPN RGR","","","","",
"300150000","01503437","PIRODO CAKRAM FANTHER","","","","",
"300150000","01503438","PIRODO COLT DIESEL","","","","",
"300150000","01503439","PIRODO COPLING","","","","",
"300150000","01503440","PIRODO D/B ROCKY INDEPENDENT","","","","",
"300150000","01503441","PIRODO D/B TOY DYNA HT 125","","","","",
"300150000","01503442","PIRODO DEPAN","","","","",
"300150000","01503443","PIRODO DEPAN CAKRAM","","","","",
"300150000","01503444","PIRODO DEPAN COLT DISEL TURBO 2009","","","","",
"300150000","01503445","PIRODO DEPAN PS 120","","","","",
"300150000","01503446","PIRODO DEPAN T DYNA","","","","",
"300150000","01503447","PIRODO DEPAN/BELAKANG","","","","",
"300150000","01503448","PIRODO DPN CD PS 135","","","","",
"300150000","01503449","PIRODO FANTHER","","","","",
"300150000","01503450","PIRODO OTOMATIS","","","","",
"300150000","01503451","PIRODO REM","","","","",
"300150000","01503452","PIRODO REM BLKNG PANTER","","","","",
"300150000","01503453","PIRODO REM DPN/LKG TURBO","","","","",
"300150000","01503454","PIRODO REM TANGAN","","","","",
"300150000","01503455","PIRODO/PEGAS","","","","",
"300150000","01503456","PLA COUPLING","","","","",
"300150000","01503457","PLAF BAN 20 + 14","","","","",
"300150000","01503458","PLAFON TAFT GT F70","","","","",
"300150000","01503459","PLANES ALUMUNIUM","","","","",
"300150000","01503460","PLANES JOINT","","","","",
"300150000","01503461","PLANES JOINT ORIGINAL 6MB","","","","",
"300150000","01503462","PLANES TURBIN DPN/BLK","","","","",
"300150000","01503463","PLANET GEAR","","","","",
"300150000","01503464","PLANET MOTOVARLO VARIABLE SPEED","","","","",
"300150000","01503465","PLANG DISKOPLING","","","","",
"300150000","01503466","PLANGE HAPEL","","","","",
"300150000","01503467","PLANGE JOIN","","","","",
"300150000","01503468","PLANGE JOIN RGR","","","","",
"300150000","01503469","PLANGE JOINT","","","","",
"300150000","01503470","PLANGE PINION","","","","",
"300150000","01503471","PLANK UK.120X90 CM","","","","",
"300150000","01503472","PLANS INJECTION LUAR","","","","",
"300150000","01503473","PLANS PERSENELING","","","","",
"300150000","01503474","PLANS PERSENELING BELAKANG","","","","",
"300150000","01503475","PLANS VELK","","","","",
"300150000","01503476","PLASE SECTOR","","","","",
"300150000","01503477","PLASER","","","","",
"300150000","01503478","PLASER 12 x 12 + TRACK BUIS","","","","",
"300150000","01503479","PLASER SET","","","","",
"300150000","01503480","PLASHER 24 MITSUBISHI","","","","",
"300150000","01503481","PLASHER 24 V","","","","",
"300150000","01503482","PLASHER IND","","","","",
"300150000","01503483","PLASNES JOINT","","","","",
"300150000","01503484","PLASTIK TAHANAN JOK","","","","",
"300150000","01503485","PLASTIK TAHANAN PER","","","","",
"300150000","01503486","PLAT CENTRAL LOOK","","","","",
"300150000","01503487","PLAT COIPLING CD 120 MARUTI","","","","",
"300150000","01503488","PLAT COUPLING INJEC","","","","",
"300150000","01503489","PLAT COUPLING ISUZU ELF","","","","",
"300150000","01503490","PLAT COUPLING KIJANG","","","","",
"300150000","01503491","PLAT COUPLING NKR 66","","","","",
"300150000","01503492","PLAT COUPLING PS 100","","","","",
"300150000","01503493","PLAT COUPLING PS 120","","","","",
"300150000","01503494","PLAT COUPLING ROCKY","","","","",
"300150000","01503495","PLAT KOPLING","","","","",
"300150000","01503496","PLAT KOPLING PS 100","","","","",
"300150000","01503497","PLAT KOPLING PS 120","","","","",
"300150000","01503498","PLAT KOPLING STOOM","","","","",
"300150000","01503499","PLAT KUPLING RGR","","","","",
"300150000","01503500","PLAT PEMANAS","","","","",
"300150000","01503501","PLAT REAL END","","","","",
"300150000","01503502","PLATE ADJUSTER","","","","",
"300150000","01503503","PLATE COUPLING","","","","",
"300150000","01503504","PLATE DISC BRAKE","","","","",
"300150000","01503505","PLATE KOOPLING","","","","",
"300150000","01503506","PLATE OIL COVER ASSY","","","","",
"300150000","01503507","PLATE SPARATOR CI","","","","",
"300150000","01503508","PLATE SUB ASSY","","","","",
"300150000","01503509","PLATI CONDENSOR","","","","",
"300150000","01503510","PLAY WHELL ASSY","","","","",
"300150000","01503511","PLAYER ASSY DESEL","","","","",
"300150000","01503512","PLEKSIBLE HIDROLIC","","","","",
"300150000","01503513","PLEKSIBLE OIL BLOWER","","","","",
"300150000","01503514","PLEKSIBLE POWER STERING","","","","",
"300150000","01503515","PLENES CROS JOINT","","","","",
"300150000","01503516","PLENES JOIN","","","","",
"300150000","01503517","PLENES PERSENELENG DEPAN","","","","",
"300150000","01503518","PLENES RODA DEPAN","","","","",
"300150000","01503519","PLENGE JOINT","","","","",
"300150000","01503520","PLENS GUVERNUR DLM","","","","",
"300150000","01503521","PLENS GUVERNUR LUAR","","","","",
"300150000","01503522","PLEYER DESEL DENT","","","","",
"300150000","01503523","PLINGKUT SPREY","","","","",
"300150000","01503524","PLNGE JOINT","","","","",
"300150000","01503525","POLIS","","","","",
"300150000","01503526","POWER ALPHA","","","","",
"300150000","01503527","POWER STERING","","","","",
"300150000","01503528","POWER STERING PUMP","","","","",
"300150000","01503529","POWER STORING REPKIT","","","","",
"300150000","01503530","POWER WINDOW","","","","",
"300150000","01503531","POXSI","","","","",
"300150000","01503532","PREASURE FEED PUMP HOSE","","","","",
"300150000","01503533","PRESS HOLE","","","","",
"300150000","01503534","PRESTROCK SET INJ. PUMP","","","","",
"300150000","01503535","PRESURE PIPE NO. 3 HINO RANGER","","","","",
"300150000","01503536","PREYON R.134","","","","",
"300150000","01503537","PRINTED MOTOR AC","","","","",
"300050000","00501556","DUR KRAN","","","","",
"300050000","00501673","PLAT STRIP 6050","","","","",
"300140000","01400332","BEARING NEDLE 207","","","","",
"300140000","01400333","BEARING NO 212 K","","","","",
"300140000","01400334","BEARING SKF 32318","","","","",
"300140000","01400335","BEARING SKF 6018","","","","",
"300140000","01400336","BEARING SN 515","","","","",
"300140000","01400337","BEARING TIROD END","","","","",
"300140000","01400338","BEARING TP 31311","","","","",
"300140000","01400339","BEARING TP 31313","","","","",
"300140000","01400340","BEARING TRAN 307 X 50","","","","",
"300140000","01400341","BEARING UC.207","","","","",
"300140000","01400342","BEARING UCP 207","","","","",
"300140000","01400343","BEARING 33022","","","","",
"300140000","01400344","BEARING UCP 208 - 1,5","","","","",
"300140000","01400345","BEARING 5217","","","","",
"300140000","01400346","BEARING UCP 211 SYP","","","","",
"300140000","01400347","BEARING UCP 316 SKF","","","","",
"300140000","01400348","BEARING 32029 SKF","","","","",
"300140000","01400349","BEARING UCP 204","","","","",
"300140000","01400350","BEARING UCT 210","","","","",
"300140000","01400351","BELT FOR VALVE","","","","",
"300140000","01400352","BLOK LAGER 201","","","","",
"300140000","01400353","BLOK LAGER SN 516","","","","",
"300140000","01400354","BLOK LAGER SN 517","","","","",
"300140000","01400355","BLOK LAGER SN 528","","","","",
"300140000","01400356","BODEN FAILER","","","","",
"300140000","01400357","BOSH BRONC RV 8 INCI","","","","",
"300140000","01400358","BOSH BRON GILINGAN","","","","",
"300140000","01400359","BOSH BRONZ OTR D.6 P 30.CM","","","","",
"300140000","01400360","BOSHING DYNAMO STARTER","","","","",
"300140000","01400361","BOSS BROWN 0 LUAR 91 MM","","","","",
"300140000","01400362","BOSS PUMP","","","","",
"300140000","01400363","BOSS STATER","","","","",
"300140000","01400364","BOTOM PLASH","","","","",
"300140000","01400365","BRIG MANIFUL","","","","",
"300140000","01400366","BRONZ UK. LUAR 2 DLM 1","","","","",
"300140000","01400367","BRONZE 15 X 10 X 135","","","","",
"300140000","01400368","BUCKET RING","","","","",
"300140000","01400371","BURNER L.1.Z","","","","",
"300140000","01400372","BURNER MODEL L.B MERK WEISHAUPT","","","","",
"300140000","01400373","BUSH SPRING","","","","",
"300140000","01400374","CASE MIDDLE TRANS PANTHER","","","","",
"300140000","01400375","CASTROL 2T","","","","",
"300140000","01400376","CATOK ( RAGUM ) 20CM","","","","",
"300140000","01400377","CHAIN COPLING 40114","","","","",
"300140000","01400378","CHAIN KOPLING K.22080","","","","",
"300140000","01400379","CHAN COPLING 8022","","","","",
"300140000","01400380","CHECK VALVE KEY 81","","","","",
"300140000","01400381","CHEMBER ASSY AST","","","","",
"300140000","01400382","CLOCK","","","","",
"300140000","01400383","COIL TASCO","","","","",
"300140000","01400384","COLOGNE","","","","",
"300140000","01400385","CONES 52","","","","",
"300140000","01400386","CONTROL BURNER LAC","","","","",
"300140000","01400387","COPLING DISCH 53388780","","","","",
"300140000","01400388","COPLING PULY 6115500","","","","",
"300140000","01400389","COPLING RV.15","","","","",
"300140000","01400390","CORIUM 50","","","","",
"300140000","01400391","CROSCHEK KABEL","","","","",
"300140000","01400392","CROWN WEEL 28 - 14","","","","",
"300140000","01400393","CROWN WHEEL T.28+PINION GEAR T14","","","","",
"300140000","01400394","CT","","","","",
"300140000","01400395","CURRENT TP CP 120 RADIUS 120 M","","","","",
"300140000","01400396","CYLINDER PISTON","","","","",
"300140000","01400397","CYLINDER HYDROLIC","","","","",
"300140000","01400398","DECOMPOSER (EM 4) (PINDAH KE BAHAN LAINNYA)","","","","",
"300140000","01400399","DIAPRHAM","","","","",
"300140000","01400400","DISC PARABOLA","","","","",
"300140000","01400401","DRUCK LAGER 51122","","","","",
"300140000","01400402","DRUCK LAGER 51214","","","","",
"300140000","01400403","DRUCK LAGER 51315","","","","",
"300140000","01400404","DRUK LAGER 51207","","","","",
"300140000","01400405","DRUK ROLL 360X60X0.10","","","","",
"300140000","01400406","DRUK ROLL ENDLESS","","","","",
"300140000","01400407","DRYFRIEM 7 CM","","","","",
"300140000","01400408","DRYING COMPRESOR","","","","",
"300140000","01400409","DUDUKAN GILINGAN PCR","","","","",
"300140000","01400410","ELASTIMOL 20 KP","","","","",
"300140000","01400411","ELECTRO MOTOR 20 PK.1400 RPM 380 V","","","","",
"300140000","01400412","ELECTRO MOTOR 3P-380V","","","","",
"300140000","01400413","ELECTROMOTOR 0,37KW 0,5HP","","","","",
"300140000","01400414","ELEKTROIT CONDESER","","","","",
"300140000","01400415","EMERGENCY STOP","","","","",
"300140000","01400416","ENDHAND SET","","","","",
"300140000","01400417","ENTENE CAKRAWARTA DIGITAL","","","","",
"300140000","01400418","FAN RV'15 BRONZ GEMUK","","","","",
"300140000","01400419","FULLY ALLUMUNIUM DIAMTER 10 2 ALUR","","","","",
"300140000","01400420","FEEDING CONVEYOR","","","","",
"300140000","01400421","FENDER F+R","","","","",
"300140000","01400422","FERRULE","","","","",
"300140000","01400424","FILTER DRYER R.13 / SARINGAN AC","","","","",
"300140000","01400425","FILTER OLIE TOYOTA DINA","","","","",
"300140000","01400426","FINE INKS 500","","","","",
"300140000","01400427","FINE INKS 707","","","","",
"300140000","01400428","FINE SOFT WA 88","","","","",
"300140000","01400429","FISE DAFRIN G-3A","","","","",
"300140000","01400430","FISHER 5 MM","","","","",
"300140000","01400431","FLEKSIBLE HIGHT PLITUR PIPA HIDROLIC","","","","",
"300140000","01400432","FLENES LUAR INJECTION PUMP","","","","",
"300140000","01400433","FLEXIBLE COUPLING","","","","",
"300140000","01400434","FROM GEAR VALVE","","","","",
"300140000","01400435","GANSET","","","","",
"300140000","01400436","GASKET 3896700","","","","",
"300140000","01400437","GASKET 54022923","","","","",
"300140000","01400438","GASKET 7102700","","","","",
"300140000","01400439","GASKET 7229900","","","","",
"300140000","01400440","GASKET CAIR","","","","",
"300140000","01400441","GASKET KIT TRANMISION","","","","",
"300140000","01400442","GASKET MANIFULL","","","","",
"300140000","01400443","GASKET PERSENELENG PANTHER","","","","",
"300140000","01400444","GEAR BENDIX STATER","","","","",
"300140000","01400445","GEAR DRIVING","","","","",
"300140000","01400446","GEAR HIGH GENUINE","","","","",
"300140000","01400447","GEAR KRUCK AS","","","","",
"300140000","01400448","GEER SPEEDOMETER","","","","",
"300140000","01400449","GENERAL 130 L 20","","","","",
"300140000","01400450","GENERATOR STEAM TURBIN","","","","",
"300140000","01400451","GIGI PINION KECIL","","","","",
"300140000","01400452","GIGI WARM WU 9","","","","",
"300140000","01400453","GLASING PUMP","","","","",
"300140000","01400454","GLASS","","","","",
"300140000","01400455","GLASS BLOK","","","","",
"300140000","01400456","GRAUS SHAF","","","","",
"300140000","01400457","GRAVER DIAMETER 30","","","","",
"300140000","01400458","GRUPPING ROLL MANGLE","","","","",
"300140000","01400459","HAUSING/BEARING","","","","",
"300140000","01400460","HOUSING IMPELEL/KEONG","","","","",
"300140000","01400461","GEAR INJECTOR","","","","",
"300140000","01400462","KANVAS REM ALVALAVAL","","","","",
"300140000","01400463","KARET KOPL. BROS BURNER","","","","",
"300140000","01400464","KARET SEAL AIR","","","","",
"300140000","01400465","KATUP WATER WIDE","","","","",
"300140000","01400466","KIPAS POMPA","","","","",
"300140000","01400467","KIPAS ROTTOR VANE","","","","",
"300140000","01400468","KLEMAN MONOREL","","","","",
"300140000","01400469","KLEP INTEL","","","","",
"300140000","01400470","KNIFE BLOCK","","","","",
"300140000","01400471","KOAL BRAUNDER","","","","",
"300140000","01400472","KUNCI RANTAI","","","","",
"300140000","01400473","LAGER 30312","","","","",
"300140000","01400474","LAGER 0-24","","","","",
"300140000","01400475","LAGER 1209 SKF","","","","",
"300140000","01400476","LAGER 1209 K + T.BUIS","","","","",
"300140000","01400477","LAGER 1306 SKF","","","","",
"300140000","01400478","LAGER 1307","","","","",
"300140000","01400479","LAGER 180204","","","","",
"300140000","01400480","LAGER 22216 K + T.BUIS","","","","",
"300140000","01400481","LAGER 2221 K","","","","",
"300140000","01400482","LAGER 22220 K","","","","",
"300140000","01400483","LAGER 22228 SKF","","","","",
"300140000","01400484","LAGER 22312","","","","",
"300140000","01400485","LAGER 22313","","","","",
"300140000","01400486","LAGER 22317","","","","",
"300140000","01400487","LAGER 2305","","","","",
"300140000","01401718","TRECK BUIS E 315","","","","",
"300140000","01401719","TRECK BUIS E 316","","","","",
"300140000","01401720","TRECK STANG U/KABEL SLING","","","","",
"300140000","01401721","UCFL 205","","","","",
"300140000","01401722","UCHB 211","","","","",
"300140000","01401723","UCP 205","","","","",
"300140000","01401724","UCP 206","","","","",
"300140000","01401725","UCP 208","","","","",
"300140000","01401726","UCP 210","","","","",
"300140000","01401727","UCP 209 HY","","","","",
"300140000","01401728","UCT 205","","","","",
"300140000","01401729","UCT 206","","","","",
"300140000","01401730","UCT 209","","","","",
"300140000","01401731","VAN F RV","","","","",
"300140000","01401732","VARIABLE SPEED DRIER","","","","",
"300140000","01401733","VARIABLE SPEED DRIVE","","","","",
"300140000","01401734","VARIATOR MOTOR 1.5 HP 380 V","","","","",
"300140000","01401735","VARIATOR MOTOR RENOLD","","","","",
"300140000","01401736","VARIBLE SPEED REDUCER","","","","",
"300140000","01401737","VER VIBREK 5/8 X 4 CM","","","","",
"300140000","01401738","VER VIBRO","","","","",
"300140000","01401739","WARM GEAR WU.8","","","","",
"300140000","01401740","WARM SHAFT GEARBOX","","","","",
"300140000","01401741","WARM WHEEL WU9","","","","",
"300140000","01401742","WORM GEAR BOX WU 08","","","","",
"300140000","01401743","WORM GEAR WU.8","","","","",
"300140000","01401744","WORM LENGHTENING RH/LH","","","","",
"300140000","01401745","BEARING SKF 22228 CC","","","","",
"300140000","01401746","LAGER 22208 E SKF","","","","",
"300140000","01401747","FANFIC 1/2","","","","",
"300140000","01401748","DRIEF RIEM","","","","",
"300140000","01401749","UCP 211","","","","",
"300140000","01401750","SPROKET RS 50/15 Z","","","","",
"300140000","01401751","SPROKET RS 50 T 60","","","","",
"300140000","01401752","SPROKET RS 50 T 30","","","","",
"300140000","01401753","WELDER CABLE Q 50MM","","","","",
"300140000","01401754","LAKEN WOOL 10MMX100CM","","","","",
"300140000","01401755","AS KUNINGAN 3""","","","","",
"300140000","01401756","AS KUNINGAN 2.5""","","","","",
"300140000","01401757","LAKEN WOOL 100 X 200 CM","","","","",
"300140000","01401758","TRUST BALL BEARING SKF 225147","","","","",
"300140000","01401759","AS TEPLON","","","","",
"300140000","01401760","TERMOSTAT SHRING TANEL","","","","",
"300140000","01401761","SLANG UDARA M.E","","","","",
"300140000","01401762","BEARING SKF 22208.E","","","","",
"300140000","01401763","LAGER SHRING TANEL","","","","",
"300140000","01401764","PCR 26"" DAN CONVEYOR TEH HIJAU","","","","",
"300140000","01401765","CONVENTRI","","","","",
"300140000","01401766","SEALING SET AF","","","","",
"300140000","01401767","SEALER KIRI M.E","","","","",
"300140000","01401768","SEALER LATERAL M.E","","","","",
"300140000","01401769","COUPLING MSN RUMPUT","","","","",
"300140000","01401770","KARET SABUK MESIN IMPRENTER","","","","",
"300140000","01401771","ANGKA PRINTER MESIN IMPRENTER","","","","",
"300140000","01401772","WORM SHAFT WU.10","","","","",
"300140000","01401773","RUBBER SHEET","","","","",
"300140000","01401774","BEARING MESIN N.02308","","","","",
"300140000","01401775","LAGER MESIN IMPRENTER","","","","",
"300140000","01401776","EPOXI STYLE","","","","",
"300140000","01401777","BATTEN RUYUNG","","","","",
"300140000","01401778","LANDASAN STEPLAER PT20","","","","",
"300140000","01401779","AS SEGMENT & RUMAH MIRING TPI 10","","","","",
"300140000","01401780","BEARING STEPLER PT20(8916)","","","","",
"300140000","01401781","BEARING STREEM ARM","","","","",
"300140000","01401782","LAGER STEPLER PT20","","","","",
"300140000","01401783","VEM/LMI AGITATORS (PENGADUK AIR)","","","","",
"300140000","01401784","CORIUM Z 86","","","","",
"300140000","01401785","CORNER BLOK ALL","","","","",
"300140000","01401786","BAUT L 3 MM PT20","","","","",
"300140000","01401787","CHASER TPI.10","","","","",
"300140000","01401788","BAUT L 4 MM PT20","","","","",
"300140000","01401789","BAUT L 5 MM PT20","","","","",
"300140000","01401790","BAUT MUR + RING PLAT/PER 10 X 1 1/2 ""","","","","",
"300140000","01401791","BEARING 6301 ZZ","","","","",
"300140000","01401792","AS KOHEL LURUS","","","","",
"300140000","01401793","AS PENGHANTAR PINYON","","","","",
"300140000","01401794","BUSHING BRONS","","","","",
"300140000","01401795","LAGER 1,5 DRAJAT SS","","","","",
"300140000","01401796","LAGER 2 DRAJAT SS","","","","",
"300140000","01401797","LAGER SKF 7309B","","","","",
"300140000","01401798","LAGER MST 55","","","","",
"300140000","01401799","TREK BUIZ 317 K","","","","",
"300140000","01401800","LAGER 2308 FAG","","","","",
"300140000","01401801","LAGER 51207 FAD","","","","",
"300140000","01401802","FILLOW UCEH 206","","","","",
"300140000","01401803","AS GEAR DIPERENCE SIAL","","","","",
"300140000","01401804","LAGER RLS-7","","","","",
"300140000","01401805","LAGER + TRECK BUIS 1215","","","","",
"300140000","01401806","LAGER + TRECK BUIS 2208","","","","",
"300140000","01401807","LAGER 2217 K","","","","",
"300140000","01401808","PILLOW BLOCK UC 212 AS","","","","",
"300140000","01401809","PILLOW BLOCK UCP 207-35 NTN","","","","",
"300140000","01401810","PILLOW BLOCK UC 205","","","","",
"300140000","01401811","PILLOW BLOCK UCP 205","","","","",
"300140000","01401812","FLANGE HAPEL SET","","","","",
"300140000","01401813","METAL NAKEN RGR","","","","",
"300140000","01401814","VER PLAT SOGORICHI TYPE B","","","","",
"300140000","01401815","BELT ENDLESS L.60X170","","","","",
"300140000","01401816","BELT CRANK ASSY","","","","",
"300140000","01401817","LAGER 30311 FAG","","","","",
"300140000","01401818","LAGER 30312 FAG","","","","",
"300140000","01401819","AS WORM WELL WU.07","","","","",
"300140000","01401820","AS WORM WELL WU.09","","","","",
"300140000","01401821","WORM SHAFT WU 8","","","","",
"300140000","01401822","LAGER 30216 FAG","","","","",
"300140000","01401823","OIL SEAL 80-93-8","","","","",
"300140000","01401824","OIL SEAL 1065.300","","","","",
"300140000","01401825","WORM WELL SU.9","","","","",
"300140000","01401826","WORN SAPT","","","","",
"300140000","01401827","LAGER 31312 FAG","","","","",
"300140000","01401828","BLOCK LAGER 508/22218K","","","","",
"300140000","01401829","BLOCK LAGER 509 SN","","","","",
"300140000","01401830","LAGER 6010","","","","",
"300140000","01401831","LAGER 601322","","","","",
"300140000","01401832","GEAR BOX RATIO 0.8-1 RPM 65","","","","",
"300140000","01401833","ROLL CONVEYOR 2,5 X 150","","","","",
"300140000","01401834","RODA GIGI GEAR BOK","","","","",
"300140000","01401835","AIR HEATER","","","","",
"300140000","01401836","ALAT PELINTING BUBUK TEH","","","","",
"300140000","01401837","MESIN TEKO MAKITA","","","","",
"300140000","01401838","LAGER 2118 FAG","","","","",
"300140000","01401839","ADAFTER BEARING DRAT KIRI","","","","",
"300140000","01401840","ADAFTER BEARING DRAT KANAN","","","","",
"300140000","01401841","DRUGH LAGER 0-16","","","","",
"300140000","01401842","TEA CUTTER 3 HP","","","","",
"300140000","01401843","SPIRAL ROTOR VANE","","","","",
"300140000","01401844","ELECTRONIK GAS BUSTER (EGB)","","","","",
"300140000","01401845","GIGI STATER MWM","","","","",
"300140000","01401846","PULLY DIAMETER 7 CM 2 ALUR","","","","",
"300140000","01401847","SAMBUNGAN RANTAI RS.60 DOBLE","","","","",
"300140000","01401848","AS ELECTROMOTOR","","","","",
"300140000","01401849","VANE BROWN R RV 8","","","","",
"300140000","01401850","ROLL MANGEL","","","","",
"300140000","01401851","LAGER 0-28","","","","",
"300140000","01401852","FILLOW BLOCK UCP.205","","","","",
"300140000","01401853","SPEED BELT 38 X 938","","","","",
"300140000","01401854","SPEED BELT 28 X 850","","","","",
"300140000","01401855","BAUD STENLESS P=1""","","","","",
"300140000","01401856","AS SIMETRIS 1 x 24 + MUR","","","","",
"300140000","01401857","FLANGE HUBE BLOWER","","","","",
"300140000","01401858","LAGER 30313","","","","",
"300140000","01401859","TREK BUIS 1212 SKF","","","","",
"300140000","01401860","PAPORASI MESS 2,5 mm","","","","",
"300140000","01401861","PAPORASI MESS 2 mm","","","","",
"300140000","01401862","LAGER 12 x 12 K + TRACK BUIS","","","","",
"300140000","01401863","DUDUKAN BERING","","","","",
"300140000","01401864","LAGER UC 205","","","","",
"300140000","01401865","DUDUKAN HANDEL","","","","",
"300140000","01401866","RODA COSTER 4","","","","",
"300140000","01401867","DRUGHT LAGER 51102","","","","",
"300140000","01401868","ARMASURE ASSY","","","","",
"300140000","01403080","PINTU LOADING RAMP","","","","",
"300140000","01403081","PEN BRAKE PAD","","","","",
"300140000","01403082","WASHER PN","","","","",
"300140000","01403083","PLENT DUDUKAN RANTAI","","","","",
"300140000","01403084","SARINGAN OLIE","","","","",
"300140000","01403085","REPAIRKIT 2 W 0724","","","","",
"300140000","01403086","VANE BROWN F RV 8","","","","",
"300140000","01403087","RUMAH GEARBOX","","","","",
"300140000","01403088","PER TEKAN 5/8 X 30 CM","","","","",
"300140000","01403089","JUCK HAVEL","","","","",
"300140000","01403090","PLC & PEMASANGAN SANWA","","","","",
"300140000","01403091","SPRING HOOK (1926)","","","","",
"300140000","01403092","RUMAH COUPLING","","","","",
"300140000","01403093","WELT NESS 5X5 C","","","","",
"300140000","01403094","SOKET KONTROL BURNER","","","","",
"300140000","01403095","SEAL TURBO CHAS","","","","",
"300140000","01403096","WASHER STAINLES","","","","",
"300140000","01403097","OTOMATISASI HUMIDIFIER","","","","",
"300140000","01403098","SEAL WU 8","","","","",
"300140000","01403099","SEAL AS BATIKAN","","","","",
"300140000","01403100","PLIPAT BAG DEPAN (80091/17247)","","","","",
"300140000","01403101","SPIRAL BARBORA","","","","",
"300140000","01403102","VELK GEARBOX WU 8","","","","",
"300140000","01403103","SETING VALVE","","","","",
"300140000","01403104","PER PITON","","","","",
"300140000","01403105","VEER ZEBRA","","","","",
"300140000","01403106","JOINT RODA DEPAN","","","","",
"300140000","01403107","VELG RODA","","","","",
"300140000","01403108","SIGNAL OLI TF 115","","","","",
"300140000","01403109","PEN AS BINDEL","","","","",
"300140000","01403110","SELANG HYDROLIC HOUSE","","","","",
"300140000","01403111","SEAL LAGER","","","","",
"300140000","01403112","BOSHING METAL TURBIN","","","","",
"300140000","01403113","VALVE PLUG PN 68899","","","","",
"300140000","01403114","WASHER (1061)","","","","",
"300140000","01403115","SEAL HYDROLIK BESAR","","","","",
"300140000","01403116","HYDROLIC ELEMENT TRANSMISI","","","","",
"300140000","01403117","SEAL KIT HYDROLIQ","","","","",
"300140000","01403118","PELEK WU 8","","","","",
"300140000","01403119","SEAL AS DALAM","","","","",
"300140000","01403120","PEGAS BAJA 12 MM","","","","",
"300140000","01403121","STENLES SEGITIGA","","","","",
"300140000","01403122","HOLDER","","","","",
"300140000","01403123","SILINDER HIDROLIK","","","","",
