"kodeunit","kodeproduk","namaproduk","kodebarang","namabarang","kodesatuan","namasatuan","nourut","qty","norek","MinimumStock",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","006","46,296","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100410","DUS WALINI TC JASMINE KLASIK","31","PCS","008","2222,22","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02000221","TEH FANN WALINI","01","KILOGRAM","009","52","605080000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02000237","TEH KONACHA CHAKRA","01","KILOGRAM","010","15","605080000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","011","32,25","605080000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02000200","FLAVOUR KERING MELATI UTK MAKLUN","01","KILOGRAM","012","0,75","605080000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","013","3,24","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000221","TEH FANN WALINI","01","KILOGRAM","001","52","605080000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","002","32,25","605080000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,714","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100426","AMPLOP TC JASMINE WALINI KLASIK","31","PCS","004","55575","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100298","SEALTAPE 2'","15","ROLL","005","1,11","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100228","BENANG 20/3","01","KILOGRAM","006","1,28","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100431","DUS TC WALINI JASMINE KLASIK 25'S AMPLOP","31","PCS","007","2223","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100331","KARTON TC WALINI HITAM KLASIK AMPLOP","31","PCS","008","46,29","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","009","6,11","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","010","55575","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100388","OPP LEBAR 230 MM","01","KILOGRAM","011","3,11111","605040000","0",
"29","8992829100022","Teh Hijau Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","6,115","605040000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02100001","Terusi","01","KILOGRAM","006","71","605040000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02100338","ACI","01","KILOGRAM","007","2571","605040000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02000044","TEH BM RANCABOLANG","01","KILOGRAM","008","20","605080000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02100317","PLASTIK GUNUNG MAS 100 GRAM","01","KILOGRAM","009","7,14","605040000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02000253","TEH BT SEDEP","01","KILOGRAM","010","20","605080000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","6,115","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100228","BENANG 20/3","01","KILOGRAM","002","1,11","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55550","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100395","DUS WALINI TC LEMON KLASIK","31","PCS","005","2222,22","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","006","111","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02100230","OPP LEBAR 210 MM","01","KILOGRAM","008","3,24","605040000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02000003","TEH DUST I WAN","01","KILOGRAM","009","59,994","605080000","0",
"29","8992829101404","Teh Hitam Celup SC Klasik Walini Dus/Amplop-Dus 45 g 25 TB x 18 g","02000313","TEH DUST SEDEP","01","KILOGRAM","010","24,9975","605080000","0",
"29","8992829117774","Teh Hijau Seduh Green Fann","02000238","TEH GREEN FANN CHAKRA","01","KILOGRAM","001","100","605080000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100083","PAPER SACHET LINGGA HITAM","31","PCS","004","50000","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","005","100","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100298","SEALTAPE 2'","15","ROLL","006","1","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","007","2","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02100096","TEA TAG WALINI SINGLE CHAMBER MAISA","31","PCS","008","50000","605040000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02000024","TEH PF II MALABAR","01","KILOGRAM","009","30","605080000","0",
"29","8992829101151","Teh Hitam Celup SC Lingga-Paper Sachet 2 g","02000209","TEH FANN SUKAWANA","01","KILOGRAM","010","70","605080000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02000010","TEH FANN II MAL","01","KILOGRAM","001","100","605080000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","002","5,093","605040000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","003","0,926","605040000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","004","0,662","605040000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","005","0,764","605040000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","006","1,843","605040000","0",
"29","8992829114437","Teh Hitam Celup Walini Holding - Dus 54 g (30 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","007","1852","605040000","0",
"29","8992829107739","Teh Lemon Instan Walini-Sachet 400 g (20 x 20 g)","02100417","PLASTIK DALAM INSTAN LEMON","15","ROLL","001","0,45","605040000","0",
"29","8992829107739","Teh Lemon Instan Walini-Sachet 400 g (20 x 20 g)","02000194","FLAVOUR KERING LEMON UTK WALINI","01","KILOGRAM","002","0,8","605080000","0",
"29","8992829107739","Teh Lemon Instan Walini-Sachet 400 g (20 x 20 g)","02000192","ASAM SITRAT","01","KILOGRAM","003","3","605080000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","006","83,33","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","007","0,75","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","66,5","605080000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000247","FLAVOUR KERING BLACKCURRANT UTK WALINI","01","KILOGRAM","010","5","605040000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000225","TEH PF II TANAWATTEE","01","KILOGRAM","011","28,5","605080000","0",
"29","8992829100010","Teh Blackcurrant Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100056","DUS WALINI TC BLACKCURRANT","31","PCS","012","2000","605040000","0",
"29","8992829101167","Teh Earl Grey Celup SC Walini Reguler-Paper Sachet 2 g","02100140","PAPER SACHET WALINI REGULER EARL GREY","31","PCS","001","50000","605040000","0",
"29","8992829100016","Teh Hitam Klasik Celup Walini-Dus 45 g (25 TB x 1,8 g)","02100294","DUS WALINI TC HITAM PREMIUM","31","PCS","001","2222","605040000","0",
"29","8992829110042","Teh Hijau Celup SC Goalpara - Dus 50 g (25 TB x 2 g)","02100291","DUS GOALPARA SURINAME","31","PCS","001","2000","605040000","0",
"29","8992829110042","Teh Hijau Celup SC Goalpara - Dus 50 g (25 TB x 2 g)","02000238","TEH GREEN FANN CHAKRA","31","PCS","002","100","605080000","0",
"29","8992829110042","Teh Hijau Celup SC Goalpara - Dus 50 g (25 TB x 2 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","003","5,5","605040000","0",
"29","8992829110042","Teh Hijau Celup SC Goalpara - Dus 50 g (25 TB x 2 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","004","0,715","605040000","0",
"29","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","66,5","605080000","0",
"29","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","010","28,5","605080000","0",
"29","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100038","DUS WALINI TC MINT","31","PCS","011","2000","605040000","0",
"29","8992829100005","Teh Mint Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000195","FLAVOUR KERING MINT UTK WALINI","01","KILOGRAM","012","5","605080000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100304","KERTAS PEMBUNGKUS GUNUNG MAS 100 GR","31","PCS","001","1000","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100317","PLASTIK GUNUNG MAS 100 GRAM","31","PCS","002","7,14","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100315","KARTON GUNUNG MAS TB 100 GRAM","31","PCS","003","0,416","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100234","LEM INWOOD","01","KILOGRAM","004","0,11","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100298","SEALTAPE 2'","15","ROLL","005","0,2643","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100236","SEALTAPE 0,5 INCI","15","ROLL","006","0,4464","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","00100173","NATRIUM BENZOAT","01","KILOGRAM","007","0,0071","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100001","Terusi","01","KILOGRAM","008","0,0071","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02100338","ACI","01","KILOGRAM","009","0,2571","605040000","0",
"29","8992829112207","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (140 x 100 g)","02000044","TEH BM RANCABOLANG","01","KILOGRAM","010","100","605080000","0",
"29","8992829114400","Teh Hitam Celup SC Anugerah Alam-TB 2 gr","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","5,475","605040000","0",
"29","8992829114400","Teh Hitam Celup SC Anugerah Alam-TB 2 gr","02100099","PLASTIK 60 x 100","01","KILOGRAM","002","2,21","605040000","0",
"29","8992829114400","Teh Hitam Celup SC Anugerah Alam-TB 2 gr","02000221","TEH FANN WALINI","01","KILOGRAM","003","60","605080000","0",
"29","8992829114400","Teh Hitam Celup SC Anugerah Alam-TB 2 gr","02000024","TEH PF II MALABAR","01","KILOGRAM","004","40","605080000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","001","0,954","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02000238","TEH GREEN FANN CHAKRA","01","KILOGRAM","002","100","605080000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100199","KARTON SUPER INDO","31","PCS","003","8333","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","004","1","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","15","ROLL","005","3,24","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100206","DUS SUPER INDO TC HIJAU","31","PCS","006","2000","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","007","1,11","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","008","6,111","605040000","0",
"29","8992829114414","Teh Hijau Celup SC Super Indo 365-Dus 50 gr (25 TB x 2 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","009","2000","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100016","FILTER PAPER 94 MM","01","KILOGRAM","001","10","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","002","0,7","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100006","WIRE ALUMINIUM","31","PCS","003","0,6917","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100095","TEA TAG WALINI DOUBLE CHAMBER HST","31","PCS","004","50000","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","005","2000","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","006","83,33","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","007","0,75","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","66,5","605080000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000196","FLAVOUR KERING LECI UTK WALINI","01","KILOGRAM","010","5","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02000225","TEH PF II TANAWATTEE","01","KILOGRAM","011","28,5","605080000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100055","DUS WALINI TC LECI","31","PCS","012","2000","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100429","DUS TC WALINI LECI KLASIK 25'S AMPLOP","31","PCS","013","2223","605040000","0",
"29","8992829100006","Teh Leci Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100331","KARTON TC WALINI HITAM KLASIK AMPLOP","31","PCS","014","46,3","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000237","TEH KONACHA CHAKRA","01","KILOGRAM","001","100","605080000","0",
"29","8992829112223","Teh Hijau Seduh Gunung Mas GP","02000258","TEH GUN POWDER CHAKRA","01","KILOGRAM","001","100","605080000","0",
"29","8992829112223","Teh Hijau Seduh Gunung Mas GP","02100180","PLASTIK GUN POWDER GUNUNG MAS  - 200 GRAM","31","PCS","002","100","605080000","0",
"29","8992829117784","Teh Seduh Hitam Walini Holding","02000038","TEH BM PANGLEJAR","01","KILOGRAM","001","100","605080000","0",
"29","8992829117784","Teh Seduh Hitam Walini Holding","02100298","SEALTAPE 2'","15","ROLL","002","0,333","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","002","0,714","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100425","AMPLOP TC HIJAU WALINI KLASIK","31","PCS","003","55575","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100298","SEALTAPE 2'","15","ROLL","004","1,11","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100228","BENANG 20/3","01","KILOGRAM","005","1,28","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100428","DUS TC WALINI HIJAU KLASIK 25'S AMPLOP","31","PCS","006","2223","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100331","KARTON TC WALINI HITAM KLASIK AMPLOP","31","PCS","007","46,29","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","008","6,11","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","009","55575","605040000","0",
"29","8992829100026","Teh Hijau Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100388","OPP LEBAR 230 MM","01","KILOGRAM","010","3,11111","605040000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000237","TEH KONACHA CHAKRA","01","KILOGRAM","012","15","605080000","0",
"29","8992829100028","Teh Wangi Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000200","FLAVOUR KERING MELATI UTK MAKLUN","01","KILOGRAM","013","0,75","605080000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100324","KARTON TEH HITAM CELUP NETRAL","31","PCS","008","108,1","605040000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100298","SEALTAPE 2'","15","ROLL","009","1,25","605040000","0",
"29","8992829101200","Teh Lemon Celup Walini Klasik-Paper Sachet 1.8 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101200","Teh Lemon Celup Walini Klasik-Paper Sachet 1.8 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829101200","Teh Lemon Celup Walini Klasik-Paper Sachet 1.8 g","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","64,4","605080000","0",
"29","8992829101200","Teh Lemon Celup Walini Klasik-Paper Sachet 1.8 g","02000194","FLAVOUR KERING LEMON UTK WALINI","01","KILOGRAM","010","8","605040000","0",
"29","8992829101200","Teh Lemon Celup Walini Klasik-Paper Sachet 1.8 g","02000225","TEH PF II TANAWATTEE","01","KILOGRAM","011","27,6","605080000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","6,115","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100228","BENANG 20/3","01","KILOGRAM","002","1,11","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
"29","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","006","111","605040000","0",
"29","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","51,9561","605080000","0",
"29","8992829101203","Teh Wangi Klasik Celup Walini-Paper Sachet 1.8 g","02000238","TEH GREEN FANN CHAKRA","01","KILOGRAM","010","25,008","605080000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100236","SEALTAPE 0,5 INCI","15","ROLL","006","0,4464","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100001","Terusi","01","KILOGRAM","008","0,0071","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100338","ACI","01","KILOGRAM","009","0,2571","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02000044","TEH BM RANCABOLANG","01","KILOGRAM","010","100","605080000","0",
"29","8992829100001","Teh Jahe Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100037","DUS WALINI TC JAHE","31","PCS","001","2000","605040000","0",
"29","8992829100001","Teh Jahe Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","002","83,33","605040000","0",
"29","8992829100001","Teh Jahe Celup DC Walini-Dus 50 g (25 TB x 2 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","003","0,6","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55550","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100414","PAPER SACHET WALINI KLASIK LECI","31","PCS","005","55555","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100032","KARTON WALINI TC HITAM DOUBLE CHAMBER","31","PCS","006","111","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","008","2,22","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02000209","TEH FANN SUKAWANA","01","KILOGRAM","009","66,5","605080000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02000196","FLAVOUR KERING LECI UTK WALINI","01","KILOGRAM","010","5","605040000","0",
"29","8992829101201","Teh Leci Celup Walini Klasik-Paper Sachet 1.8 g","02000225","TEH PF II TANAWATTEE","01","KILOGRAM","011","28,5","605080000","0",
"29","8992829101199","Teh English Breakfast Klasik Celup Walini-Paper Sachet 1.8 g","02100189","PLASTIK PAPER SACHET 20 x 30 cm TEBAL 0,3 MIKRON","01","KILOGRAM","010","2,22","605040000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02100228","BENANG 20/3","01","KILOGRAM","004","1,35","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","6,115","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100228","BENANG 20/3","01","KILOGRAM","002","1,11","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,9536","605040000","0",
